rating,guest,trip_type,length_of_stay,title,review,review_date,country,stay_date,review_year,review_month,stay_year,stay_month,stopword_text,lemmatized_text,tokenized_text,hotel,channel,room_type,sentiment
10,georgiana,family young children,4,great ,hotel ia perfect close ubud center offer transport rooms big clean food excelent stuff friendly helpful recomand come back here,2/18/2024,romania,2/1/2024,2024,february,2024,february,hotel ia perfect close ubud center offer transport rooms big clean food excelent stuff friendly helpful recomand come back,hotel ia perfect close ubud center offer transport room big clean food excelent stuff friendly helpful recomand come back here,"['hotel', 'ia', 'perfect', 'close', 'ubud', 'center', 'offer', 'transport', 'rooms', 'big', 'clean', 'food', 'excelent', 'stuff', 'friendly', 'helpful', 'recomand', 'come', 'back', 'here']",adiwana unagi suites,agoda,,pos
10,clarizza,couple,3,everythis perfect,booked pool villa private nights went trip pure relaxation mind adiwana fall short impeccable service care food facilities spas  super happy chosen adiwana rest place  miss villa food already cant wait back,2/1/2024,philippines,1/1/2024,2024,february,2024,january,booked pool villa private nights went trip pure relaxation mind adiwana fall short impeccable service care food facilities spas super happy chosen adiwana rest place miss villa food already cant wait back,booked pool villa private night went trip pure relaxation mind adiwana fall short impeccable service care food facility spa super happy chosen adiwana rest place miss villa food already cant wait back,"['booked', 'pool', 'villa', 'private', 'nights', 'went', 'trip', 'pure', 'relaxation', 'mind', 'adiwana', 'fall', 'short', 'impeccable', 'service', 'care', 'food', 'facilities', 'spas', 'super', 'happy', 'chosen', 'adiwana', 'rest', 'place', 'miss', 'villa', 'food', 'already', 'cant', 'wait', 'back']",adiwana unagi suites,agoda,,pos
10,clarizza,couple,1,piece ubud,cannot even put words booked garden suite got upgraded pool access stayed night moved pool villa right appreciate every detail hospitality showed us,2/1/2024,philippines,1/1/2024,2024,february,2024,january,even put words booked garden suite got upgraded pool access stayed night moved pool villa right appreciate every detail hospitality showed us,can not even put word booked garden suite got upgraded pool access stayed night moved pool villa right appreciate every detail hospitality showed u,"['can', 'not', 'even', 'put', 'words', 'booked', 'garden', 'suite', 'got', 'upgraded', 'pool', 'access', 'stayed', 'night', 'moved', 'pool', 'villa', 'right', 'appreciate', 'every', 'detail', 'hospitality', 'showed', 'us']",adiwana unagi suites,agoda,,pos
9.2,bjorn,couple,3,amazing stay,first time ubud were pleased stay breakfast fantastic plenty full could time day meant could 2pm afternoon special thank gede staff made us feel welcome organised tour shuttle servicetaxi centre great recommendations food stay memorable looking forward coming back,1/28/2024,united kingdom,1/1/2024,2024,january,2024,january,first time ubud pleased stay breakfast fantastic plenty full could time day meant could 2pm afternoon special thank gede staff made us feel welcome organised tour shuttle servicetaxi centre great recommendations food stay memorable looking forward coming back,first time ubud were pleased stay breakfast fantastic plenty full could time day meant could 2pm afternoon special thank gede staff made u feel welcome organised tour shuttle servicetaxi centre great recommendation food stay memorable looking forward coming back,"['first', 'time', 'ubud', 'were', 'pleased', 'stay', 'breakfast', 'fantastic', 'plenty', 'full', 'could', 'time', 'day', 'meant', 'could', '2pm', 'afternoon', 'special', 'thank', 'gede', 'staff', 'made', 'us', 'feel', 'welcome', 'organised', 'tour', 'shuttle', 'servicetaxi', 'centre', 'great', 'recommendations', 'food', 'stay', 'memorable', 'looking', 'forward', 'coming', 'back']",adiwana unagi suites,agoda,,pos
8.8,xiao,couple,3,day breakfast,enjoyable stay adiwana unagi suites staff friendly helpful welcoming best part day breakfast option food served hotel delicious one side pool its big lap swims good enough soak,1/1/2024,singapore,12/1/2023,2024,january,2023,december,enjoyable stay adiwana unagi suites staff friendly helpful welcoming best part day breakfast option food served hotel delicious one side pool big lap swims good enough soak,enjoyable stay adiwana unagi suite staff friendly helpful welcoming best part day breakfast option food served hotel delicious one side pool it big lap swim good enough soak,"['enjoyable', 'stay', 'adiwana', 'unagi', 'suites', 'staff', 'friendly', 'helpful', 'welcoming', 'best', 'part', 'day', 'breakfast', 'option', 'food', 'served', 'hotel', 'delicious', 'one', 'side', 'pool', 'its', 'big', 'lap', 'swims', 'good', 'enough', 'soak']",adiwana unagi suites,agoda,,pos
9.6,,couple,2,amazing ,staff humble specifically gede counter accommodating loved service spa everything ubud also close activities,1/1/2024,australia,12/1/2023,2024,january,2023,december,staff humble specifically gede counter accommodating loved service spa everything ubud also close activities,staff humble specifically gede counter accommodating loved service spa everything ubud also close activity,"['staff', 'humble', 'specifically', 'gede', 'counter', 'accommodating', 'loved', 'service', 'spa', 'everything', 'ubud', 'also', 'close', 'activities']",adiwana unagi suites,agoda,,pos
9.6,chee,couple,5,excellent stay,excellent stay gem ubud shuttle bus transport hotel ubud center took almost daily concierge service whatsapp also responsive make stay hotel perfect vacation,12/29/2023,singapore,12/1/2023,2023,december,2023,december,excellent stay gem ubud shuttle bus transport hotel ubud center took almost daily concierge service whatsapp also responsive make stay hotel perfect vacation,excellent stay gem ubud shuttle bus transport hotel ubud center took almost daily concierge service whatsapp also responsive make stay hotel perfect vacation,"['excellent', 'stay', 'gem', 'ubud', 'shuttle', 'bus', 'transport', 'hotel', 'ubud', 'center', 'took', 'almost', 'daily', 'concierge', 'service', 'whatsapp', 'also', 'responsive', 'make', 'stay', 'hotel', 'perfect', 'vacation']",adiwana unagi suites,agoda,,pos
8.8,raul,solo traveler,5,great place,staff amazing really attentive rooms lovely clean,12/21/2023,united kingdom,11/1/2023,2023,december,2023,november,staff amazing really attentive rooms lovely clean,staff amazing really attentive room lovely clean,"['staff', 'amazing', 'really', 'attentive', 'rooms', 'lovely', 'clean']",adiwana unagi suites,agoda,,pos
9.6,melike,couple,1,great hotel,nice stuff day breakfast clean rooms  central really loved,12/19/2023,malaysia,12/1/2023,2023,december,2023,december,nice stuff day breakfast clean rooms central really loved,nice stuff day breakfast clean room central really loved,"['nice', 'stuff', 'day', 'breakfast', 'clean', 'rooms', 'central', 'really', 'loved']",adiwana unagi suites,agoda,,pos
9.6,melike,couple,1,great hotel,bad 5 star resort experience moved hotel really clean nice  shuttle service free yoga class well wish gym also overall amazing experience,12/19/2023,malaysia,12/1/2023,2023,december,2023,december,bad 5 star resort experience moved hotel really clean nice shuttle service free yoga class well wish gym also overall amazing experience,bad 5 star resort experience moved hotel really clean nice shuttle service free yoga class well wish gym also overall amazing experience,"['bad', '5', 'star', 'resort', 'experience', 'moved', 'hotel', 'really', 'clean', 'nice', 'shuttle', 'service', 'free', 'yoga', 'class', 'well', 'wish', 'gym', 'also', 'overall', 'amazing', 'experience']",adiwana unagi suites,agoda,,pos
10,bohyeon,group,1,service facilities everything good,friendly staff excellent facilities breakfast delicious go ubud want go ,11/22/2023,south korea,11/1/2023,2023,november,2023,november,friendly staff excellent facilities breakfast delicious go ubud want go,friendly staff excellent facility breakfast delicious go ubud want go,"['friendly', 'staff', 'excellent', 'facilities', 'breakfast', 'delicious', 'go', 'ubud', 'want', 'go']",adiwana unagi suites,agoda,,pos
9.2,qinyun,couple,3,exceptional,hotel need upgrade staffs nice location good far center room looks little bit dated,10/29/2023,united states,10/1/2023,2023,october,2023,october,hotel need upgrade staffs nice location good far center room looks little bit dated,hotel need upgrade staff nice location good far center room look little bit dated,"['hotel', 'need', 'upgrade', 'staffs', 'nice', 'location', 'good', 'far', 'center', 'room', 'looks', 'little', 'bit', 'dated']",adiwana unagi suites,agoda,,pos
10,leslie,group,3,highly recommend ,staff kind  friendly customer service best ever had loved able book toursspa day villa made everything easy definitely would stay,10/14/2023,united states,10/1/2023,2023,october,2023,october,staff kind friendly customer service best ever loved able book toursspa day villa made everything easy definitely would stay,staff kind friendly customer service best ever had loved able book toursspa day villa made everything easy definitely would stay,"['staff', 'kind', 'friendly', 'customer', 'service', 'best', 'ever', 'had', 'loved', 'able', 'book', 'toursspa', 'day', 'villa', 'made', 'everything', 'easy', 'definitely', 'would', 'stay']",adiwana unagi suites,agoda,,pos
10,thomas,couple,4,amazing resort staff,amazing stay location rooms perfect staff friendly accommodating definitely back,8/12/2023,united states,8/1/2023,2023,august,2023,august,amazing stay location rooms perfect staff friendly accommodating definitely back,amazing stay location room perfect staff friendly accommodating definitely back,"['amazing', 'stay', 'location', 'rooms', 'perfect', 'staff', 'friendly', 'accommodating', 'definitely', 'back']",adiwana unagi suites,agoda,,pos
10,yokobori,couple,2,wonderful staffs,staffs wonderful polite friendly restaurant good use many activity menus,6/12/2023,indonesia,6/1/2023,2023,june,2023,june,staffs wonderful polite friendly restaurant good use many activity menus,staff wonderful polite friendly restaurant good use many activity menu,"['staffs', 'wonderful', 'polite', 'friendly', 'restaurant', 'good', 'use', 'many', 'activity', 'menus']",adiwana unagi suites,agoda,,pos
